column_name,human_readable,data_file,data_file_desc,component,sas_label,description,target,var_type,valid_range_min,valid_range_max,sentinel_values,value_labels,hard_edit_notes,parse_notes
RHQ305,{Have you/Has SP} had both of {your/her} ovaries removed (either when {you/she} had {your/her} uterus removed or at another time)?,RHQ_L,Reproductive Health,Questionnaire,Had both ovaries removed?,{Have you/Has SP} had both of {your/her} ovaries removed (either when {you/she} had {your/her} uterus removed or at another time)?,"Females only 20 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
RHQ332,How old {were you/was SP} when {you/she} had {your/her} ovaries removed or last ovary removed if removed at different times?,RHQ_L,Reproductive Health,Questionnaire,Age when both ovaries removed,How old {were you/was SP} when {you/she} had {your/her} ovaries removed or last ovary removed if removed at different times?,"Females only 20 YEARS -
			150 YEARS",continuous,19.0,60.0,"{""777"": ""Refused"", ""999"": ""Don't know"", ""19"": ""19 years or under"", ""60"": ""60 years or older""}",{},ENTER AGE IN YEARS.,"Special code(s) ['19', '60'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
RXQ033,"In the past 30 days, {have you/has SP} used or taken medication for which a prescription is needed?  Include only those products prescribed by a health professional such as a doctor or dentist.  {Please remember to include any prescription birth control products that you are taking or using such as pills or patches.} Do not include prescription vitamins or minerals.",RXQ_RX_L,Prescription Medications,Questionnaire,"Taken prescription medicine, past month","In the past 30 days, {have you/has SP} used or taken medication for which a prescription is needed?  Include only those products prescribed by a health professional such as a doctor or dentist.  {Please remember to include any prescription birth control products that you are taking or using such as pills or patches.} Do not include prescription vitamins or minerals.","Both males and females 0 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CAPI INSTRUCTION:
IF SP (FEMALE OR DMQ.510 = 7 OR 9) AND AGE 16-49 YEARS, DISPLAY 'Please remember to include prescription birth control products that you are taking or using such as pills or patches.'
CAPI HARD EDIT CHECK #1
IF 'NO' (CODE 2) IN RXQ.033 AND 'YES' (CODE 1) IN DIQ.050 OR DIQ.070, DISPLAY THE FOLLOWING MESSAGE: 
Earlier in the interview you reported currently taking insulin or a diabetic pill.  If this is correct, we should count that as prescription medication you have taken in the last 30 days. 
{CAPI DISPLAYS THREE QUESTIONS FOR CORRECTION} DIQ.050 = Taking Insulin
 DIQ.070 = Taking Diabetic Pills
RXQ.033 = Prescription Medication in Last 30 Days
CAPI HARD EDIT CHECK #2
IF 'NO' (CODE 2) IN RXQ.033 AND 'YES' (CODE 1) IN BPQ.150, DISPLAY THE FOLLOWING MESSAGE: 
Earlier in the interview you reported currently taking prescription medication for high blood pressure.  If this is correct, we should count that as prescription medication you have taken in the last 30 days. 
{CAPI DISPLAYS TWO QUESTIONS FOR CORRECTION} BPQ.150 = Taking Blood Pressure Medication. RXQ.033 = Prescription Medication in Last 30 Days
CAPI HARD EDIT CHECK #3 IF 'NO' (CODE 2) IN RXQ.033 AND 'YES' (CODE 1) IN BPQ.101d, DISPLAY THE FOLLOWING MESSAGE: 
Earlier in the interview you reported currently taking prescription medication for high cholesterol.  If this is correct, we should count that as prescription medication you have taken in the last 30 days. 
{CAPI DISPLAYS TWO QUESTIONS FOR CORRECTION}
BPQ.101d = Taking High Cholesterol Medicine
RXQ.033 = Prescription Medication in Last 30 Days",
RXQ050,How many prescription medications {have you/has SP} taken in the past 30 days?  Would you say {you have/SP has} taken…,RXQ_RX_L,Prescription Medications,Questionnaire,Number of prescription medicines taken,How many prescription medications {have you/has SP} taken in the past 30 days?  Would you say {you have/SP has} takenâ¦,"Both males and females 0 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""1,"", ""2"": ""2,"", ""3"": ""3,"", ""4"": ""4, or"", ""5"": ""5 or more?""}",,
RXQ510,"Doctors and other health care providers sometimes recommend that {you take/SP takes) a low-dose aspirin each day to prevent heart attacks, strokes, or cancer. {Have you/Has SP} ever been told to do this?",RXQASA_L,Preventive Aspirin Use,Questionnaire,Dr told to take daily low-dose aspirin?,"Doctors and other health care providers sometimes recommend that {you take/SP takes) a low-dose aspirin each day to prevent heart attacks, strokes, or cancer. {Have you/Has SP} ever been told to do this?","Both males and females 40 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","INTERVIEWER INSTRUCTION: IF THE RESPONDENT VOLUNTEERS THEY HAVE BEEN TOLD TO TAKE AN ASPIRIN EVERY OTHER DAY OR 'REGULARLY' FOR THESE REASONS, CODE ""YES"".",
RXQ515,{Are you/Is SP} now following this advice?,RXQASA_L,Preventive Aspirin Use,Questionnaire,"Followed advice, took low-dose aspirin?",{Are you/Is SP} now following this advice?,"Both males and females 40 YEARS -
			150 YEARS",ordinal,1.0,7.0,"{""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No"", ""3"": ""Sometimes"", ""4"": ""Stopped aspirin use due to side effects"", ""7"": ""7""}",,
RXQ520,"On {your/SP's} own, {are you/is SP} now taking a low-dose aspirin each day to prevent heart attacks, strokes, or cancer?",RXQASA_L,Preventive Aspirin Use,Questionnaire,Taking low-dose aspirin on your own?,"On {your/SP's} own, {are you/is SP} now taking a low-dose aspirin each day to prevent heart attacks, strokes, or cancer?","Both males and females 40 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
SLD012,Number of hours usually sleep on weekdays or workdays.,SLQ_L,Sleep Disorders,Questionnaire,Sleep hours - weekdays or workdays,Number of hours usually sleep on weekdays or workdays.,"Both males and females 16 YEARS -
			150 YEARS",continuous,2.0,14.0,"{""2"": ""Less then 3 hours"", ""14"": ""14 hours or more""}",{},Derived from SLQ300 and SLQ310,"Special code(s) ['2', '14'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
SLD013,Number of hours usually sleep on weekends or non-workdays.,SLQ_L,Sleep Disorders,Questionnaire,Sleep hours - weekends,Number of hours usually sleep on weekends or non-workdays.,"Both males and females 16 YEARS -
			150 YEARS",continuous,2.0,14.0,"{""2"": ""Less then 3 hours"", ""14"": ""14 hours or more""}",{},Derived from SLQ320 and SLQ330,"Special code(s) ['2', '14'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
SLQ300,What time {do you/does SP} usually fall asleep on weekdays or workdays?,SLQ_L,Sleep Disorders,Questionnaire,Usual sleep time on weekdays or workdays,What time {do you/does SP} usually fall asleep on weekdays or workdays?,"Both males and females 16 YEARS -
			150 YEARS",binary,,,"{""77777"": ""Refused"", ""99999"": ""Don't know""}","{""Usual sleep time on weekdays or workdays"": ""Value was recorded"", ""< blank >"": ""Missing""}","Character variable
'HH:MM' ('00:00' to '23:45')",
SLQ310,What time {do you/does SP} usually wake up on weekdays or workdays?,SLQ_L,Sleep Disorders,Questionnaire,Usual wake time on weekdays or workdays,What time {do you/does SP} usually wake up on weekdays or workdays?,"Both males and females 16 YEARS -
			150 YEARS",binary,,,"{""77777"": ""Refused"", ""99999"": ""Don't know""}","{""Usual wake time on weekdays or workdays"": ""Value was recorded"", ""< blank >"": ""Missing""}","Character variable
'HH:MM' ('00:00' to '23:30')",
SLQ320,What time {do you/does SP} usually fall asleep on weekends or non-workdays?,SLQ_L,Sleep Disorders,Questionnaire,Usual sleep time on weekends,What time {do you/does SP} usually fall asleep on weekends or non-workdays?,"Both males and females 16 YEARS -
			150 YEARS",binary,,,"{""77777"": ""Refused"", ""99999"": ""Don't know""}","{""Usual sleep time on weekends"": ""Value was recorded"", ""< blank >"": ""Missing""}",Character variable 'HH:MM' ('00:00' to '23:45'),
SLQ330,What time {do you/does SP} usually wake up on weekends or non-workdays?,SLQ_L,Sleep Disorders,Questionnaire,Usual wake time on weekends,What time {do you/does SP} usually wake up on weekends or non-workdays?,"Both males and females 16 YEARS -
			150 YEARS",binary,,,"{""77777"": ""Refused"", ""99999"": ""Don't know""}","{""Usual wake time on weekends"": ""Value was recorded"", ""< blank >"": ""Missing""}",Character variable 'HH:MM' ('00:00' to '23:30'),
SMAQUEX2,Questionnaire Mode Flag,SMQ_L,Smoking - Cigarette Use,Questionnaire,Questionnaire Mode Flag,Questionnaire Mode Flag,"Both males and females 12 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Home Interview (18+ Yrs)"", ""2"": ""ACASI (12 - 17 Yrs)""}",,
SMD100MN,Do you usually smoke menthol or non-menthol cigarettes?,SMQ_L,Smoking - Cigarette Use,Questionnaire,Cigarette Menthol indicator,Do you usually smoke menthol or non-menthol cigarettes?,"Both males and females 18 YEARS -
			150 YEARS",binary,0.0,1.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""0"": ""Non-menthol"", ""1"": ""Menthol""}",,
SMD460,"Now I would like to ask you a few questions about smoking in this home.  How many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product?",SMQFAM_L,Smoking - Household Smokers,Questionnaire,# of people who live here smoke tobacco?,"Now I would like to ask you a few questions about smoking in this home.  How many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product?","Both males and females 0 YEARS -
			150 YEARS",ordinal,0.0,2.0,"{""777"": ""Refused"", ""999"": ""Don't know""}","{""0"": ""No one in household is a smoker"", ""1"": ""1 household member is a smoker"", ""2"": ""2 or more household members are smokers""}","INTERVIEWER INSTRUCTION:  IF RESPONSE IS NO ONE, ENTER ZERO. ENTER NUMBER OF PERSONS. CAPI INSTRUCTION:  ALLOW '0' AS AN ENTRY.  RANGE EDIT:  CANNOT BE GREATER THAN # OF PEOPLE IN THE HOUSEHOLD.  IF '0', 'REFUSED' OR 'DON'T KNOW', GO TO END OF SECTION.",
SMD470,"Not counting decks, porches, or detached garages, how many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product inside this home?",SMQFAM_L,Smoking - Household Smokers,Questionnaire,# of people who smoke inside this home?,"Not counting decks, porches, or detached garages, how many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product inside this home?","Both males and females 0 YEARS -
			150 YEARS",ordinal,0.0,2.0,"{""777"": ""Refused"", ""999"": ""Don't know""}","{""0"": ""No one smokes inside the house"", ""1"": ""1 household member smokes inside the house"", ""2"": ""2 or more household members smoke inside the house""}","ENTER NUMBER OF PERSONS. CAPI INSTRUCTION:  ALLOW '0' AS AN ENTRY.  HARD EDIT: NUMBER ENTERED IN SMQ.470 MUST BE EQUAL OR LESS THAN SMQ.460. IF '0', 'REFUSED' OR 'DON'T KNOW', GO TO END OF SECTION.",
SMD630,How old were you when you smoked a whole cigarette for the first time?,SMQ_L,Smoking - Cigarette Use,Questionnaire,Age first smoked whole cigarette,How old were you when you smoked a whole cigarette for the first time?,"Both males and females 12 YEARS -
			17 YEARS",continuous,6.0,16.0,"{""77"": ""Refused"", ""99"": ""Don't know"", ""6"": ""6 years or less""}",{},,"Special code(s) ['6'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
SMD641,On how many of the past 30 days did {you/SP} smoke a cigarette?,SMQ_L,Smoking - Cigarette Use,Questionnaire,# days smoked cigs during past 30 days,On how many of the past 30 days did {you/SP} smoke a cigarette?,"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0,30.0,"{""77"": ""Refused"", ""99"": ""Don't know""}",{},ENTER NUMBER (OF DAYS),
SMD650,"During the past 30 days, on the days that {you/SP} smoked, about how many cigarettes did {you/s/he} smoke per day?",SMQ_L,Smoking - Cigarette Use,Questionnaire,Avg # cigarettes/day during past 30 days,"During the past 30 days, on the days that {you/SP} smoked, about how many cigarettes did {you/s/he} smoke per day?","Both males and females 12 YEARS -
			150 YEARS",continuous,1.0,95.0,"{""777"": ""Refused"", ""999"": ""Don't know"", ""1"": ""1 cigarette or less"", ""95"": ""95 cigarettes or more""}",{},"1 PACK EQUALS 20 CIGARETTES.  IF LESS THAN 1 PER DAY, ENTER 1.  IF 95 OR MORE PER DAY, ENTER 95.  ENTER NUMBER (OF CIGARETTES) (PER DAY).","Special code(s) ['1', '95'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
SMDANY,Used any tobacco product last 5 days?,SMQRTU_L,Smoking - Recent Tobacco Use,Questionnaire,Used any tobacco product last 5 days?,Used any tobacco product last 5 days?,"Both males and females 12 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
SMQ020,These next questions are about cigarette smoking and other tobacco use. {Have you/Has SP} smoked at least 100 cigarettes in {your/his/her} entire life?,SMQ_L,Smoking - Cigarette Use,Questionnaire,Smoked at least 100 cigarettes in life,These next questions are about cigarette smoking and other tobacco use. {Have you/Has SP} smoked at least 100 cigarettes in {your/his/her} entire life?,"Both males and females 18 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
SMQ040,{Do you/Does SP} now smoke cigarettes?,SMQ_L,Smoking - Cigarette Use,Questionnaire,Do you now smoke cigarettes?,{Do you/Does SP} now smoke cigarettes?,"Both males and females 18 YEARS -
			150 YEARS",ordinal,1.0,3.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Every day"", ""2"": ""Some days"", ""3"": ""Not at all""}",,
SMQ621,The following questions are about cigarette smoking and other tobacco use.  Do not include cigars or marijuana.  About how many cigarettes have you smoked in your entire life?,SMQ_L,Smoking - Cigarette Use,Questionnaire,Cigarettes smoked in entire life,The following questions are about cigarette smoking and other tobacco use.  Do not include cigars or marijuana.  About how many cigarettes have you smoked in your entire life?,"Both males and females 12 YEARS -
			17 YEARS",ordinal,1.0,8.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""I have never smoked, not even a puff"", ""2"": ""1 or more puffs but never a whole cigarette"", ""3"": ""1 cigarette"", ""4"": ""2 to 5 cigarettes"", ""5"": ""6 to 15 cigarettes"", ""6"": ""16 to 25 cigarettes"", ""7"": ""26 to 99 cigarettes"", ""8"": ""100 or more cigarettes""}",INSTRUCTIONS TO SP: Please select . . .,
SMQ681,"During the past 5 days, including today, did you smoke cigarettes, pipes, regular cigars, cigarillos, or little filtered cigars, water pipes, or hookahs with tobacco?",SMQRTU_L,Smoking - Recent Tobacco Use,Questionnaire,Smoked tobacco last 5 days?,"During the past 5 days, including today, did you smoke cigarettes, pipes, regular cigars, cigarillos, or little filtered cigars, water pipes, or hookahs with tobacco?","Both males and females 12 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
SMQ690A,Which of these products did {you/he/she} use?,SMQRTU_L,Smoking - Recent Tobacco Use,Questionnaire,Used last 5 days - Cigarettes,Which of these products did {you/he/she} use?,"Both males and females 12 YEARS -
			150 YEARS",binary,,,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""Cigarettes""}",(CHECK ALL THAT APPLY).  Verbal instructions to respondent: Please select all that you used.,
